NC_026246	3052306	['Mastomys natalensis']	Mammarenavirus gairoense	Mammarenavirus gairoense
NC_026018	3052330	['Rattus norvegicus']	Mammarenavirus wenzhouense	Mammarenavirus wenzhouense
NC_023766	1382279	['Boa constrictor']	 Alethinophid 2 reptarenavirus	University of Helsinki virus
NC_023764	3052319	['Otomys unisulcatus']	Mammarenavirus merinoense	Mammarenavirus merinoense
NC_023761	1303019	['Boa constrictor']	 Reptarenavirus rotterdamense	ROUT virus
NC_018710	1134579	['Mus minutoides']	 Mammarenavirus lunkense	Lunk virus NKS-1
NC_018483	1223562	['Boa constrictor']	 Reptarenavirus aurei	Golden Gate virus
NC_018481	1223561	['Corallus annulatus']	 Reptarenavirus californiae	CAS virus
NC_016152	3052315	['Mastomys natalensis']	Mammarenavirus lunaense	Mammarenavirus lunaense
NC_013057	573900	['Mastomys natalensis']	 Mammarenavirus mopeiaense	Morogoro mammarenavirus
NC_012776	3052314	['Homo sapiens']	Mammarenavirus lujoense	Mammarenavirus lujoense
NC_010756	2905947	['Sooretamys angouya', 'Parana']	 Mammarenavirus paranaense	Parana virus
NC_010758	3052311	['Calomys callosus']	Mammarenavirus latinum	Mammarenavirus latinum
NC_010757	3052305	['Oryzomys sp.']	Mammarenavirus flexalense	Mammarenavirus flexalense
NC_010701	3052329	['Sigmodon hispidus']	Mammarenavirus tamiamiense	Mammarenavirus tamiamiense
NC_010700	3052331	['Chlorocebus aethiops', 'Neotoma albigula']	Mammarenavirus whitewaterense	Mammarenavirus whitewaterense
NC_010562	3052302	['Homo sapiens']	Mammarenavirus chapareense	Mammarenavirus chapareense
NC_010253	144752	['Oecomys bicolor', 'Oecomys roberti']	Mammarenavirus allpahuayoense	Mammarenavirus allpahuayoense
NC_010247	2886894	['Chlorocebus aethiops', 'Mus musculus']	 Mammarenavirus amapariense	Amapari virus
NC_010254	3052304	['Chlorocebus aethiops', 'Hylaeamys megacephalus']	Mammarenavirus cupixiense	Mammarenavirus cupixiense
NC_010256	3052298	['Peromyscus californicus']	Mammarenavirus bearense	Mammarenavirus bearense
NC_010248	3052322	['Necromys']	Mammarenavirus oliverosense	Mammarenavirus oliverosense
NC_007905	3052308	['Praomys']	Mammarenavirus ippyense	Mammarenavirus ippyense
NC_007903	3052325	['Praomys']	Mammarenavirus praomyidis	Mammarenavirus praomyidis
NC_006575	300175	['Mastomys natalensis']	 Mammarenavirus mopeiaense	Mopeia virus AN20410
NC_006573	300180	['Chlorocebus aethiops']	 unclassified Old world arenaviruses	Mopeia Lassa virus reassortant 29
NC_006447	2905917	['Homo sapiens', 'Cavia cutleri', 'Nephelomys albigularis']	 Mammarenavirus caliense	Pichinde virus
NC_005894	3052324	['Sigmodon alstoni']	Mammarenavirus piritalense	Mammarenavirus piritalense
NC_005077	3052307	['Homo sapiens', 'Zygodontomys brevicauda']	Mammarenavirus guanaritoense	Mammarenavirus guanaritoense
NC_005078	3052317	['Chlorocebus aethiops', 'Homo sapiens', 'Calomys callosus']	Mammarenavirus machupoense	Mammarenavirus machupoense
NC_005081	2169991	['Homo sapiens', 'Akodon azarae', 'Calomys laucha', 'Calomys musculinus', 'Necromys']	Mammarenavirus juninense	Mammarenavirus juninense
NC_004296	3052310	['Homo sapiens', 'Mastomys natalensis', 'Rattus']	 unclassified Mammarenavirus	Mammarenavirus lassaense
NC_004293	3052328	['Artibeus']	Mammarenavirus tacaribeense	Mammarenavirus tacaribeense
NC_004294	3052303	['Chlorocebus aethiops', 'Homo sapiens', 'Mesocricetus auratus', 'Mus musculus']	Mammarenavirus choriomeningitidis	Mammarenavirus choriomeningitidis
NC_076697	2587487	['Oncorhynchus tshawytscha']	 Alphapironavirus salmonis	Pacific salmon nidovirus
NC_076685	1906673	['Vespadelus regulus', 'Ozimops']	 unclassified Alphacoronavirus	Alphacoronavirus sp.
NC_076684	1906673	['Vespadelus regulus', 'Ozimops']	 unclassified Alphacoronavirus	Alphacoronavirus sp.
NC_076629	2419667	['Desmodus rotundus', 'Myotis daubentonii']	 unclassified Alphacoronavirus	Bat alphacoronavirus
NC_055953	2419667	['Desmodus rotundus', 'Myotis daubentonii']	 unclassified Alphacoronavirus	Bat alphacoronavirus
NC_054015	2586420	['Tylonycteris robustula']	 Alphacoronavirus HKU33	Tylonycteris bat coronavirus HKU33
NC_054004	2691598	['Hipposideros larvatus']	 Alphacoronavirus CHB25	Hipposideros pomona bat coronavirus CHB25
NC_054003	1906673	['Vespadelus regulus', 'Ozimops']	 unclassified Alphacoronavirus	Alphacoronavirus sp.
NC_048214	300188	['Anas platyrhynchos']	 Avian coronavirus	Duck coronavirus
NC_048211	1508228	['Suncus murinus']	 unclassified Alphacoronavirus	Wencheng Sm shrew coronavirus
NC_046965	2569586	['Anser caerulescens', 'Branta canadensis']	 unclassified Gammacoronavirus	Canada goose coronavirus
NC_046964	2492658	['Pipistrellus kuhlii']	 Pipistrellus kuhlii coronavirus 3398	Alphacoronavirus Bat-CoV/P.kuhlii/Italy/3398-19/2015
NC_032730	1508224	['Rattus norvegicus']	 Alphacoronavirus ratti	Lucheng Rn rat coronavirus
NC_030292	1264898	['Mustela putorius', 'Mustela putorius furo']	 Alphacoronavirus neovisontis	Ferret coronavirus
NC_018871	1241933	['Chiroptera']	 Bat coronavirus HKU10	Rousettus bat coronavirus HKU10
NC_016992	1159906	['Passeridae']	 unclassified Buldecovirus	Sparrow coronavirus HKU17
NC_016996	1159902	['Gallinula chloropus']	 Deltacoronavirus gallinulae	Common moorhen coronavirus HKU21
NC_016995	1159908	['Mareca penelope']	 Deltacoronavirus marecae	Wigeon coronavirus HKU20
NC_016993	1159903	['Muscicapidae', 'Copsychus saularis']	 unclassified Buldecovirus	Magpie-robin coronavirus HKU18
NC_014470	864596	['Rhinolophus blasii']	 unclassified Sarbecovirus	Bat coronavirus BM48-31/BGR/2008
NC_010438	694001	['Miniopterus']	 Alphacoronavirus miniopteri	Miniopterus bat coronavirus HKU8
NC_009988	693998	['Rhinolophus sinicus']	 Alphacoronavirus rhinolophi	Rhinolophus bat coronavirus HKU2
NC_009657	693999	['Scotophilus kuhlii']	 Alphacoronavirus scotophili	Scotophilus bat coronavirus 512
NC_028752	1699095	['Camelus bactrianus', 'Camelus dromedarius']	 Alphacoronavirus chicagoense	Camel alphacoronavirus
NC_005831	277944	['Homo sapiens']	 Alphacoronavirus amsterdamense	Human coronavirus NL63
NC_035191	1508228	['Suncus murinus']	 unclassified Alphacoronavirus	Wencheng Sm shrew coronavirus
NC_039208	1159905	['Sus scrofa']	 Coronavirus HKU15	Porcine coronavirus HKU15 strain HKU15-155
NC_016990	1159905	['Sus scrofa']	 Coronavirus HKU15	Porcine coronavirus HKU15 strain HKU15-44
NC_016991	1159907	['Zosteropidae']	 Deltacoronavirus zosteropis	White-eye coronavirus HKU16
NC_002645	11137	['Homo sapiens']	 Alphacoronavirus chicagoense	Human coronavirus 229E isolate J0304
NC_076994	11137	['Homo sapiens']	 Alphacoronavirus chicagoense	Human coronavirus 229E
NC_076996	1433215	['Tursiops aduncus']	Unknow Bottlenose Dolphin Virus
NC_036584	11137	['Homo sapiens']	 unclassified Coronavirinae	unidentified human coronavirus
NC_048212	1508220	['root']	 unclassified Coronavirinae	Bat coronavirus
NC_038294	1263720	['Homo sapiens']	 Middle East respiratory syndrome-related coronavirus	Betacoronavirus England 1
NC_009021	694006	['Chiroptera', 'Rousettus leschenaultii']	 Betacoronavirus rousetti	Rousettus bat coronavirus HKU9
NC_034440	1508220	['root']	 unclassified Coronavirinae	Bat coronavirus
NC_009020	694008	['Chiroptera', 'Pipistrellus abramus']	 Betacoronavirus pipistrelli	Pipistrellus bat coronavirus HKU5
NC_009019	694007	['Chiroptera', 'Tylonycteris pachypus']	 Betacoronavirus tylonycteridis	Tylonycteris bat coronavirus HKU4
NC_006577	290028	['Homo sapiens']	 Betacoronavirus hongkongense	Human coronavirus HKU1
NC_004718	227984	['Chlorocebus aethiops', 'Macaca mulatta', 'Homo sapiens', 'Paguma larvata']	 Severe acute respiratory syndrome coronavirus	SARS coronavirus Tor2
NC_076034	227984	['Chlorocebus aethiops', 'Macaca mulatta', 'Homo sapiens', 'Paguma larvata']	 Severe acute respiratory syndrome coronavirus	SARS coronavirus Tor2
NC_076033	227984	['Chlorocebus aethiops', 'Macaca mulatta', 'Homo sapiens', 'Paguma larvata']	 Severe acute respiratory syndrome coronavirus	SARS coronavirus Tor2
NC_026011	1590370	['Rattus norvegicus']	 China Rattus coronavirus HKU24	Betacoronavirus HKU24
NC_017083	1160968	['Oryctolagus cuniculus']	 unclassified Embecovirus	Rabbit coronavirus HKU14
NC_001846	11138	['Mus musculus']	 Murine coronavirus	Murine hepatitis virus
NC_046954	2050018	['Myodes rufocanus']	 unclassified Coronavirinae	Rodent coronavirus
NC_012936	502102	['Rattus', 'Rattus norvegicus']	 Rat coronavirus	Rat coronavirus Parker
NC_003045	11128	['Bos taurus']	 Betacoronavirus 1	Bovine coronavirus
NC_048217	11138	['Mus musculus']	 Murine coronavirus	Murine hepatitis virus
NC_006213	31631	['Homo sapiens']	 Betacoronavirus 1	Human coronavirus OC43
NC_030886	1892416	['Rousettus leschenaultii']	 Rousettus bat coronavirus GCCDC1	Rousettus bat coronavirus
NC_025217	1541205	['Hipposideros pratti']	 Bat Hp-betacoronavirus Zhejiang2013	Bat Hp-betacoronavirus/Zhejiang2013
NC_019843	1335626	['Homo sapiens', 'Camelus dromedarius']	 Betacoronavirus cameli	Middle East respiratory syndrome-related coronavirus
NC_039207	1385427	['Erinaceus europaeus']	 Hedgehog coronavirus 1	Betacoronavirus Erinaceus/VMC/DEU/2012 isolate ErinaceusCov/2012-216/ger/2012
NC_022643	1385427	['Erinaceus europaeus']	 Hedgehog coronavirus 1	Betacoronavirus Erinaceus/VMC/DEU/2012 isolate ErinaceusCov/2012-174/ger/2012
NC_045512	2697049	['Homo sapiens']	 Betacoronavirus pandemicum	Severe acute respiratory syndrome coronavirus 2
NC_048216	1920748	['Triaenops afer']	 NL63-related bat coronavirus strain BtKYNL63-9b	NL63-related bat coronavirus
NC_048213	11120	['Gallus gallus']	 Avian coronavirus	Infectious bronchitis virus
NC_046955	2050019	['Sorex araneus']	 unclassified Orthocoronavirinae	Shrew coronavirus
NC_038861	11149	['Sus scrofa']	 Alphacoronavirus 1	Transmissible gastroenteritis virus
NC_011547	572288	['Pycnonotus sinensis', 'Pycnonotus jocosus']	 Bulbul coronavirus HKU11	Bulbul coronavirus HKU11-934
NC_034972	1964806	['Apodemus chevrieri']	 unclassified Luchacovirus	Coronavirus AcCoV-JC34
NC_032107	1920748	['Triaenops afer']	 NL63-related bat coronavirus strain BtKYNL63-9b	NL63-related bat coronavirus
NC_028833	1503291	['Nyctalus plancyi velutinus']	 Nyctalus velutinus alphacoronavirus SC-2013	BtNv-AlphaCoV/SC2013
NC_028824	1503293	['Rhinolophus ferrumequinum']	 unclassified Rhinacovirus	BtRf-AlphaCoV/YN2012
NC_028814	1503292	['Rhinolophus ferrumequinum']	 Rhinolophus ferrumequinum alphacoronavirus HuB-2013	BtRf-AlphaCoV/HuB2013
NC_028811	1503289	['Myotis pilosus']	 Myotis ricketti alphacoronavirus Sax-2011	BtMr-AlphaCoV/SAX2011
NC_028806	1766554	['Sus scrofa']	 Alphacoronavirus 1	Swine enteric coronavirus
NC_023760	766791	['Neogale vison']	 Mink coronavirus 1	Mink coronavirus strain WD1127
NC_022103	1384461	['Myotis lucifugus']	 Bat coronavirus CDPHE15	Bat coronavirus CDPHE15/USA/2006
NC_016994	1159904	['Nycticorax']	 Deltacoronavirus nycticoracis	Night heron coronavirus HKU19
NC_002306	11135	['Felidae']	 Feline coronavirus	Feline infectious peritonitis virus
NC_011550	572289	['Lonchura striata']	 Munia coronavirus HKU13	Munia coronavirus HKU13-3514
NC_011549	572290	['Turdus merula', 'Turdus hortulorum']	 unclassified Buldecovirus	Thrush coronavirus HKU12-600
NC_010800	11152	['Meleagris gallopavo']	 Avian coronavirus	Turkey coronavirus
NC_010646	694015	['Delphinapterus leucas']	 Gammacoronavirus delphinapteri	Beluga whale coronavirus SW1
NC_010437	393767	['Miniopterus magnater']	 Miniopterus bat coronavirus 1	Bat coronavirus 1A
NC_003436	28295	['Sus scrofa']	 Alphacoronavirus porci	Porcine epidemic diarrhea virus
NC_001451	11120	['Gallus gallus']	 Avian coronavirus	Infectious bronchitis virus
OZ222062	186540	['Homo sapiens', 'Epomops franqueti', 'Myonycteris torquata']	 Orthoebolavirus sudanense	Sudan ebolavirus
KX371887	3052181	['Rousettus sp.']	Dianlovirus menglaense	Dianlovirus menglaense
DQ217792	33727	['Rousettus aegyptiacus', 'Chlorocebus aethiops', 'Homo sapiens']	 Orthomarburgvirus marburgense	Marburg virus - Musoke, Kenya, 1980
MN510773	2675849	['Perca fluviatilis']	 Oblavirus percae	Oberland virus
MN510772	2675848	['Perca fluviatilis']	 Thamnovirus percae	Fiwi virus
BR001752	2840185	['Bothrops atrox']	 Tapjovirus bothropis	Tapajos virus
MW775011	3052148	['Miniopterus schreibersii']	Cuevavirus lloviuense	Cuevavirus lloviuense
MW093492	2883639	['Perca fluviatilis']	 Thamnovirus kanderense	Kander virus
MF319185	2010960	['Mops pumilus', 'Mops condylurus']	 Orthoebolavirus bombaliense	Bombali virus
MG599981	2116488	['Thamnaconus septentrionalis']	 Thamnovirus thamnaconi	Wenling thamnaconus septentrionalis filovirus
MG599980	2116487	['Antennarius striatus']	 Striavirus antennarii	Wenling frogfish filovirus
LT605058	1570291	['Homo sapiens']	Ebola virus	Ebola virus isolate Ebola virus/H. sapiens-tc/COD/1995/Kikwit-9510623 
KU182898	1570291	['Homo sapiens']	Ebola virus	Ebola virus isolate Ebola virus/H. sapiens-tc/COD/1995/Kikwit-9510623 
LN877955	186538	['Homo sapiens', 'Epomops franqueti', 'Myonycteris torquata']	 Orthoebolavirus zairense	Zaire ebolavirus
JN408064	1126254	['Homo sapiens']	 Orthomarburgvirus marburgense	Lake Victoria marburgvirus - Leiden
JN638998	1216927	['Homo sapiens']	 Sudan ebolavirus	Sudan ebolavirus - Nakisamata
AF086833	128952	['Homo sapiens', 'Epomops franqueti', 'Myonycteris torquata']	 Ebola virus	Ebola virus - Mayinga, Zaire, 1976
JF828358	3052148	['Miniopterus schreibersii']	Cuevavirus lloviuense	Cuevavirus lloviuense
FJ217162	186541	['Homo sapiens']	 Orthoebolavirus taiense	Tai Forest ebolavirus
AF522874	186539	['Homo sapiens', 'Sus scrofa', 'Epomops franqueti', 'Myonycteris torquata']	 Orthoebolavirus restonense	Reston ebolavirus
FJ217161	565995	['Homo sapiens']	 Orthoebolavirus bundibugyoense	Bundibugyo virus
DQ447653	378830	['Rousettus aegyptiacus', 'Chlorocebus aethiops', 'Homo sapiens']	 Orthomarburgvirus marburgense	Lake Victoria marburgvirus - Angola2005
AY729654	186540	['Homo sapiens', 'Epomops franqueti', 'Myonycteris torquata']	 Orthoebolavirus sudanense	Sudan ebolavirus
AB050936	129003	['Cercopithecidae']	 Reston ebolavirus	Reston ebolavirus - Reston
EF446132	448086	['Chlorocebus aethiops', 'Cavia porcellus']	 Orthomarburgvirus marburgense	Lake Victoria marburgvirus - Ci67
DQ447650	378831	['Homo sapiens']	 Orthomarburgvirus marburgense	Lake Victoria marburgvirus - DRC1999
DQ447649	378809	['Rousettus aegyptiacus', 'Chlorocebus aethiops', 'Homo sapiens']	 Orthomarburgvirus marburgense	Ravn virus - Ravn, Kenya, 1987
NC_077024	2713211	['Amblyomma javanense']	 Pestivirus P	Dongyang pangolin virus
NC_077026	2653709	['Phocoena phocoena']	 Pestivirus M	Phocoena pestivirus
NC_077023	31657	['Ovis aries']	 unclassified Pestivirus	Pestivirus sp.
NC_077015	2487338	['Scotophilus kuhlii']	 Pestivirus S	Bat pestivirus BtSk-PestV-1/GX2017
NC_077001	2050021	['Niviventer niviventer', 'Apodemus peninsulae']	 unclassified Pestivirus	Rodent pestivirus
NC_077000	2050021	['Niviventer niviventer', 'Apodemus peninsulae']	 unclassified Pestivirus	Rodent pestivirus
NC_076032	54315	['Bos taurus']	 Pestivirus tauri	Bovine viral diarrhea virus 2
NC_076029	31656	['Bos taurus']	 Pestivirus bovis	Bovine viral diarrhea virus 1-SD1
NC_074787	3052610	['Saguinus labiatus']	 unclassified Pegivirus	Pegivirus platyrrhini
NC_074786	1354498	['Colobus guereza']	 Hepacivirus colobi	Guereza hepacivirus
NC_074778	64319	['Culex nebulosus']	 Orthoflavivirus yaoundeense	Yaounde virus
NC_074777	64894	['Cynopterus brachyotis']	 Orthoflavivirus phnompenhense	Phnom Penh bat virus
NC_038882	63746	['Homo sapiens']	 hepatitis C virus genotype 1a	Hepatitis C virus (isolate H77)
NC_043110	38837	['Homo sapiens', 'Mastomys natalensis', 'Cricetinae gen. sp.', 'Culex rubinotus']	 Orthoflavivirus banziense	Banzi virus
NC_040815	2202225	['Spermophilus dauricus']	 unclassified Hepacivirus	Hepacivirus P
NC_040645	2304510	['root']	 unclassified Flaviviridae	Culex Flavi-like virus
NC_040589	1678179	['Bacillariophyta']	 unclassified Flaviviridae	Diatom colony associated ssRNA virus 1
NC_040555	2050971	['Cyclopterus lumpus']	 unclassified Flaviviridae	Lumpfish flavivirus
NC_031947	1325446	['Otomops martiensseni']	 unclassified Hepacivirus	Bat hepacivirus
NC_021153	1281454	['Peromyscus maniculatus']	 unclassified Hepacivirus	Rodent hepacivirus
NC_031950	1354498	['Colobus guereza']	 Hepacivirus colobi	Guereza hepacivirus
NC_012532	64320	['Aedes albopictus', 'Chlorocebus aethiops', 'Macaca mulatta', 'Homo sapiens', 'Helarctos malayanus', 'Mus musculus', 'Aedes taylori', 'Aedes africanus']	 Orthoflavivirus zikaense	Zika virus
NC_009942	11082	['Aedes sp.', 'Anopheles amictus', 'Culex annulirostris']	 Orthoflavivirus nilense	West Nile virus
NC_001563	11082	['Aedes sp.', 'Anopheles amictus', 'Culex annulirostris']	 Orthoflavivirus nilense	West Nile virus
NC_025673	1562039	['Rattus norvegicus']	 Hepacivirus norvegici	Norway rat hepacivirus 2
NC_038432	3052226	['Bos taurus']	Hepacivirus bovis	Hepacivirus bovis
NC_038430	3052231	['Macronycteris vittatus']	Hepacivirus macronycteridis	Hepacivirus macronycteridis
NC_038428	3052238	['Rhabdomys pumilio']	Hepacivirus rhabdomysis	Hepacivirus rhabdomysis
NC_038427	3052232	['Myodes glareolus']	Hepacivirus myodae	Hepacivirus myodae
NC_038426	3052236	['Homo sapiens']	Hepacivirus platyrrhini	Hepacivirus platyrrhini
NC_031916	3052239	['Macronycteris vittatus']	Hepacivirus vittatae	Hepacivirus vittatae
NC_026797	1633878	['Bos taurus']	 Hepacivirus bovis	Bovine hepacivirus
NC_025672	1562038	['Rattus norvegicus']	 Hepacivirus ratti	Norway rat hepacivirus 1
NC_001475	11069	['Aedes aegypti', 'Aedes albopictus', 'Artibeus phaeotis', 'Homo sapiens', 'Proechimys cuvieri', 'unclassified Culicidae']	 Dengue virus	Dengue virus 3
NC_001474	11060	['Aedes aegypti', 'Erythrocebus patas', 'Homo sapiens', 'Aedes furcifer', 'Aedes taylori']	 Dengue virus	dengue virus type 2
NC_004102	41856	['Homo sapiens']	 Hepacivirus hominis	Hepatitis C virus genotype 1
NC_002640	11070	['Aedes aegypti', 'Aedes albopictus', 'Homo sapiens', 'Aedes polynesiensis']	 Dengue virus	dengue virus type 4
NC_043118	64302	['Rodent', 'Rodent']	San Perlita virus	San Perlita virus strain 71V-1251 NS5 protein (NS5) gene
NC_043117	64301	['Rodent', 'Rodent']	Sal Vieja virus	Sal Vieja virus strain 38TWM-106 NS5 protein (NS5) gene
NC_043116	44025	['Rodent ', '']	Koutango virus	Koutango virus strain Dak Ar D1470 NS5 protein (NS5) gene
NC_043115	64291	['Domestic turkeys', 'Galliformes', 'Meleagris gallopavo', 'Meleagris gallopavo silvestris', 'Rousettus aegyptiacus']	Israel turkey meningoencephalitis virus	Israel turkey meningoencephalitis virus NS5 protein (NSS) gene
NC_043114	64282	['Bat', 'Bat']	Dakar bat virus	Dakar bat virus strain 209 NS5 protein (NS5) gene
NC_043113	64298	['Rodent', '"Sigmodon hispidus (cotton rat)']	Cowbone Ridge virus	Cowbone Ridge virus strain W-10986 NS5 protein (NS5) gene
NC_043112	64289	['Bat', 'Bat']	Carey Island virus	Carey Island virus strain P70-1215 NS5 protein (NS5) gene
NC_043111	64281	['Bat']	Bukalasa bat virus	Bukalasa bat virus strain UGBP-111 NS5 protein (NS5) gene
NC_038431	3052234	['Otomops martiensseni']	Hepacivirus otomopis	Hepacivirus otomopis
NC_038425	1605403	['Equus caballus']	 Hepacivirus equi	Non-primate hepacivirus NZP1
NC_024889	1416349	['Equus caballus']	 Equine hepacivirus	Equine hepacivirus JPN3/JAPAN/2013
NC_024018	188938	['Antilocapra americana']	 Pestivirus antilocaprae	Pronghorn antelope pestivirus
NC_012735	164416	['Homo sapiens', 'Rattus rattus']	 Orthoflavivirus wesselsbronense	Wesselsbron virus
NC_012534	64290	['Culicidae', 'Mus musculus']	 Orthoflavivirus bagazaense	Bagaza virus
NC_012533	64311	['Culicidae', 'Anopheles cruzii', 'Anopheles moucheti']	 Orthoflavivirus kedougouense	Kedougou virus
NC_040788	2045186	['Anopheles tessellatus']	 unclassified Orthoflavivirus	Kampung Karu virus
NC_040776	64315	['Culex', 'Homo sapiens']	 Ilheus virus	Rocio virus
NC_040682	1244563	['Aedes albopictus', 'Chlorocebus aethiops', 'Anopheles vagus']	 unclassified Orthoflavivirus	Culex theileri flavivirus
NC_040610	1254420	['Aedes albopictus', 'Melanoconion']	 unclassified Orthoflavivirus	Nanay virus
NC_030791	1544901	['Homo sapiens']	 Hepacivirus hominis	Hepatitis C virus genotype 7
NC_039219	64288	['Homo sapiens']	 Orthoflavivirus royalense	Royal Farm virus
NC_039218	33743	['Homo sapiens', 'Hyalomma dromedarii', 'Ornithodoros savignyi', 'Semnopithecus entellus']	 Orthoflavivirus kyasanurense	Kyasanur Forest disease virus
NC_035889	64320	['Aedes albopictus', 'Chlorocebus aethiops', 'Macaca mulatta', 'Homo sapiens', 'Helarctos malayanus', 'Mus musculus', 'Aedes taylori', 'Aedes africanus']	 Orthoflavivirus zikaense	Zika virus
NC_034151	577122	['Culex quinquefasciatus']	 unclassified Orthoflavivirus	T'Ho virus
NC_034242	1244565	['Ochlerotatus caspius']	 unclassified Orthoflavivirus	Ochlerotatus caspius flavivirus
NC_034018	64319	['Culex nebulosus']	 Orthoflavivirus yaoundeense	Yaounde virus
NC_034007	64894	['Cynopterus brachyotis']	 Orthoflavivirus phnompenhense	Phnom Penh bat virus
NC_033726	40012	['Aves', 'Homo sapiens']	 Orthoflavivirus saumarezense	Saumarez Reef virus
NC_033724	64310	['Homo sapiens', 'Mammalia']	 Orthoflavivirus kadamense	Kadam virus
NC_033723	64307	['Aves', 'Homo sapiens']	 Orthoflavivirus gadgetsense	Gadgets Gully virus
NC_032088	499854	['Culicidae', 'Anopheles cruzii', 'Culex annulirostris', 'Anopheles moucheti']	 Kokobera virus	New Mapoon virus
NC_030401	1125677	['Aedes vexans', 'Anopheles cruzii', 'Ochlerotatus caspius', 'Ochlerotatus detritus', 'Anopheles moucheti']	 unclassified Orthoflavivirus	Hanko virus
NC_027819	1708574	['Culex sp.']	 unclassified Orthoflavivirus	Mercadeo virus
NC_027817	1708654	['Ochlerotatus vigilax']	 unclassified Orthoflavivirus	Parramatta River virus
NC_026623	64305	['Homo sapiens', 'Formicarius analis']	 Orthoflavivirus cacipacoreense	Cacipacore virus
NC_018705	64292	['Homo sapiens', 'Mus musculus']	 Orthoflavivirus ntayaense	Ntaya virus
NC_017086	631267	['Aedes albopictus', 'Aedes vexans', 'Culex pipiens', 'Armigeres subalbatus', 'Aedes bekkui']	 unclassified Orthoflavivirus	Chaoyang virus
NC_016997	985683	['Aedes sp.']	 unclassified Orthoflavivirus	Donggang virus
NC_009028	59563	['Culex', 'Haemagogus', 'Psorophora', 'Aves', 'Homo sapiens', 'Aedes sp.', 'Sabethes', 'Molothrus bonariensis', 'Ochlerotatus', 'Sporophila caerulescens', 'Trichoprosopon']	 Orthoflavivirus ilheusense	Ilheus virus
NC_009029	44024	['Aedes albopictus', 'Macropus', 'Wallabia', 'Homo sapiens', 'Culex annulirostris', 'Ochlerotatus vigilax', 'Ochlerotatus camptorhynchus']	 Orthoflavivirus kokoberaorum	Kokobera virus
NC_012932	390845	['Aedes albopictus']	 unclassified Orthoflavivirus	Aedes flavivirus
NC_012671	643132	['Culex tritaeniorhynchus', 'Anopheles sinensis']	 unclassified Orthoflavivirus	Quang Binh virus
NC_008604	390844	['Culex pipiens']	 unclassified Orthoflavivirus	Culex flavivirus
